Date,Open,High,Low,Close,Volume
2020-02-21,75.4015,75.611,74.022,74.2555,34645460
2020-02-24,71.3055,71.8485,70.5695,71.0795,57341060
2020-02-25,71.65,71.907,69.12,69.4225,49565560
2020-02-26,69.807,70.785,68.95,69.659,44080740
2020-02-27,67.9385,68.585,65.8585,65.9045,59566000
2020-02-28,63.875,67.057,63.55,66.9665,75812360
2020-03-02,67.5805,69.5435,66.341,69.4555,48629360
2020-03-03,69.884,70.5075,66.6,67.0695,48046520
2020-03-04,67.9615,69.4045,67.1555,69.326,38266300
2020-03-05,67.51,67.9455,65.255,65.952,51225760
2020-03-06,63.853,65.311,63.0525,64.9205,53212560
2020-03-09,60.265,62.738,60.0,60.778,67307300
2020-03-10,63.0,64.0575,60.9385,64.0195,52227460
2020-03-11,62.485,63.048,59.8035,60.7705,52224580
2020-03-12,56.3,59.6935,55.665,55.7455,84534960
2020-03-13,58.95,60.988,55.8572,60.9865,74002500
2020-03-16,54.8,57.6133,53.722,54.2165,85047300
2020-03-17,54.6555,56.543,52.8005,55.99,77229780
2020-03-18,52.8255,55.325,51.864,54.84,84668700
2020-03-19,54.6525,57.8985,53.0054,55.7645,73022120
2020-03-20,56.786,57.1995,53.2745,53.616,72035000
2020-03-23,53.066,53.566,50.6768,52.831,80882740
2020-03-24,55.1885,56.75,54.531,56.723,66889000
2020-03-25,56.3235,57.445,54.3005,55.1245,81630560
2020-03-26,55.59,58.4985,54.6765,58.0875,71475100
2020-03-27,56.2835,57.5335,55.2955,55.5355,64169900
2020-03-30,56.252,57.5815,54.824,57.341,51481220
2020-03-31,57.365,58.7655,56.907,58.1405,49759660
2020-04-01,56.1,56.4845,54.8725,55.281,46883460
2020-04-02,54.913,56.343,54.82,56.042,39297620
2020-04-03,55.9508,56.177,53.9905,54.894,46268000
2020-04-06,56.9,59.733,56.547,59.346,53294460
2020-04-07,61.05,61.25,59.1115,59.3255,47746580
2020-04-08,60.325,60.9535,59.408,60.514,39502700
2020-04-09,61.204,61.2785,59.8368,60.5725,43508420
2020-04-13,60.459,61.0255,59.3799,60.878,34796560
2020-04-14,62.2545,64.1035,61.8465,63.4615,49407060
2020-04-15,62.2805,64.023,62.02,63.1235,33434060
2020-04-16,63.705,63.95,62.131,63.1735,50361980
2020-04-17,64.2425,64.7215,63.5615,64.1625,38980840
2020-04-20,63.55,64.08,63.0685,63.3305,33909760
2020-04-21,62.35,62.7135,60.4855,60.817,43060060
2020-04-22,62.277,64.2807,62.1,63.1605,41862800
2020-04-23,63.5775,64.6655,63.2835,63.8155,31324060
2020-04-24,63.0585,64.02,62.4725,63.9655,32807880
2020-04-27,64.8,64.8075,63.45,63.794,32011260
2020-04-28,64.3965,64.4025,61.61,61.6835,59026180
2020-04-29,67.073,67.9995,66.267,67.074,75872600
2020-04-30,66.244,67.641,66.1245,67.433,53378120
2020-05-01,66.425,67.6035,65.55,66.0305,41452780
2020-05-04,65.4115,66.383,64.95,66.34,30080340
2020-05-05,66.896,68.697,66.873,67.5555,33030660
2020-05-06,68.0845,68.556,67.3645,67.365,24308460
2020-05-07,68.297,68.88,67.7635,68.628,27995180
2020-05-08,69.1565,69.938,68.774,69.4185,27761360
2020-05-11,68.914,70.8265,68.8576,70.163,28242320
2020-05-12,70.356,70.75,68.7385,68.787,27812000
2020-05-13,68.8525,69.2741,66.42,67.4665,36251700
2020-05-14,66.751,67.871,66.1955,67.8065,32061540
2020-05-15,67.5,68.724,66.95,68.6595,34154940
2020-05-18,68.0875,69.6163,67.7125,69.197,36479280
2020-05-19,69.3498,69.6,68.6742,68.6742,25612980
2020-05-20,69.479,70.521,69.3625,70.336,33107500
2020-05-21,70.4,70.7745,69.6725,70.14,27703880
2020-05-22,69.8355,70.638,69.5915,70.521,26188160
2020-05-26,71.8635,72.05,70.6065,70.851,41212860
2020-05-27,70.8625,71.087,69.5645,70.892,33722840
2020-05-28,69.843,72.042,69.8,70.8365,33879520
2020-05-29,70.847,71.6285,70.6675,71.446,36761180
2020-06-01,70.9195,71.898,70.9,71.591,24342800
2020-06-02,71.5275,71.9805,70.9415,71.961,25562560
2020-06-03,71.915,72.3276,71.4889,71.819,25123720
2020-06-04,71.52,71.948,70.2365,70.609,29685440
2020-06-05,70.6585,72.2525,70.3,71.9195,34704880
2020-06-08,71.117,72.3995,71.117,72.3305,28083560
2020-06-09,72.268,73.4,72.1605,72.808,28184980
2020-06-10,72.977,73.713,72.8135,73.2925,30503060
2020-06-11,72.124,72.7238,70.1,70.192,39826640
2020-06-12,71.4245,71.85,69.301,70.659,38927340
2020-06-15,69.54,71.24,69.396,70.9925,30121920
2020-06-16,72.261,72.751,71.295,72.136,34232280
2020-06-17,72.358,73.0,71.569,72.556,30992300
2020-06-18,72.458,72.5705,71.3505,71.798,31638320
2020-06-19,72.2,72.39,71.0675,71.586,63157500
2020-06-22,71.45,72.6375,71.1605,72.593,30848800
2020-06-23,72.782,73.797,72.262,73.2205,28595280
2020-06-24,73.0755,73.771,71.4875,71.5985,35120440
2020-06-25,71.495,72.145,71.0,72.0665,24609480
2020-06-26,71.5695,71.6725,67.5995,67.995,85353960
2020-06-29,67.909,69.78,67.3505,69.7485,36203600
2020-06-30,69.522,70.9325,69.198,70.6805,40847620
2020-07-01,70.555,72.15,70.491,71.902,35503340
2020-07-02,72.347,74.1475,72.321,73.235,37189600
2020-07-06,74.003,75.3295,73.643,74.785,31279940
2020-07-07,74.5,75.84,74.1775,74.259,29163440
2020-07-08,74.716,75.294,74.2815,74.8,24993160
2020-07-09,75.3225,76.136,74.4042,75.5495,28466440
2020-07-10,75.3075,77.1915,74.827,77.087,37134080
2020-07-13,77.5,78.8566,75.2621,75.567,36928480
2020-07-14,74.5155,76.1475,74.175,76.029,31700320
2020-07-15,76.1565,76.7665,74.9,75.682,32213680
2020-07-16,75.0,75.9345,74.3155,75.9,30386900
2020-07-17,76.081,76.172,74.921,75.7775,29140200
2020-07-20,75.763,78.5145,75.18,78.286,31145040
2020-07-21,79.3495,79.3495,77.714,77.921,24372900
2020-07-22,78.025,78.5,77.305,78.4245,18639700
2020-07-23,78.3485,78.5935,75.3696,75.784,32552680
2020-07-24,74.9465,75.8818,74.42,75.5935,30888080
2020-07-27,75.78,77.0485,75.7605,76.51,24919600
2020-07-28,76.259,76.324,74.883,75.017,34043480
2020-07-29,75.316,76.5626,75.0665,76.101,22130680
2020-07-30,74.85,76.8935,74.611,76.5725,33427920
2020-07-31,75.2505,75.4475,72.7015,74.148,68580720
2020-08-03,74.332,74.5235,73.282,73.7225,46630280
2020-08-04,73.8285,74.278,72.9325,73.2485,38069780
2020-08-05,73.465,74.1205,73.173,73.6805,39599140
2020-08-06,73.5875,75.1195,73.3,75.005,39907360
2020-08-07,75.0,75.8423,74.082,74.7245,31556520
2020-08-10,74.359,75.2038,73.654,74.805,25790600
2020-08-11,74.622,75.5,73.9,74.016,29087300
2020-08-12,74.279,75.6193,74.2625,75.331,28753100
2020-08-13,75.517,76.8625,75.4002,75.9225,29104160
2020-08-14,75.783,76.095,75.144,75.3865,27104000
2020-08-17,75.7335,76.2805,75.3985,75.899,27572000
2020-08-18,76.309,78.1235,76.1855,77.93,40541720
2020-08-19,77.6655,78.684,77.1975,77.3765,33212220
2020-08-20,77.1725,79.2935,76.91,79.0875,34137540
2020-08-21,78.8515,79.886,78.4002,79.021,28929060
2020-08-24,79.699,80.7085,79.0285,79.41,28204580
2020-08-25,79.1035,80.581,79.1035,80.411,42641680
2020-08-26,80.4,82.961,80.18,82.619,71621440
2020-08-27,82.684,82.75,81.2875,81.7165,37232040
2020-08-28,81.6745,82.3585,81.5375,82.2205,29995640
2020-08-31,82.3945,82.3982,81.5155,81.709,36468120
2020-09-01,81.8315,83.2865,81.611,83.0355,36533100
2020-09-02,83.6888,86.659,83.3165,86.414,50223600
2020-09-03,85.4857,85.4857,80.753,82.092,62155260
2020-09-04,81.213,82.2555,77.3806,79.552,52171360
2020-09-08,76.6755,78.1933,76.4005,76.6195,52217680
2020-09-09,77.8765,78.45,76.8026,77.848,35494080
2020-09-10,78.032,79.204,76.2902,76.601,32371140
2020-09-11,76.8,78.76,74.868,76.036,31941740
2020-09-14,76.9503,78.2,75.787,75.964,33931780
2020-09-15,76.8,77.9785,76.5918,77.072,26621640
2020-09-16,77.777,78.1,75.991,76.045,26245980
2020-09-17,74.8,75.4149,73.5,74.7765,37595020
2020-09-18,74.9005,75.1502,71.8565,72.9995,62077640
2020-09-21,72.003,72.418,70.3275,71.558,57776540
2020-09-22,72.5045,73.476,71.7265,73.273,31664020
2020-09-23,72.939,73.048,70.385,70.7605,33147000
2020-09-24,70.5515,72.1854,70.4925,71.4145,29004320
2020-09-25,71.6315,72.5,70.667,72.248,26467500
2020-09-28,73.7105,73.84,72.4651,73.226,40158820
2020-09-29,73.5195,73.8332,72.9403,73.4665,19582040
2020-09-30,73.34,74.4875,72.994,73.48,34032160
2020-10-01,74.2135,74.952,73.9605,74.5045,35589940
2020-10-02,73.1015,74.16,72.546,72.921,25681420
2020-10-05,73.3105,74.4105,73.2135,74.301,22265140
2020-10-06,73.779,74.338,72.4295,72.672,24908460
2020-10-07,73.2145,73.448,71.8,73.0145,34923120
2020-10-08,73.2545,74.5,73.2545,74.2965,23756620
2020-10-09,74.735,75.826,74.4725,75.761,28710840
2020-10-12,77.15,79.693,76.6285,78.4575,49651200
2020-10-13,79.1865,79.5,78.16,78.584,32020860
2020-10-14,78.9295,79.3842,77.5265,78.404,38619800
2020-10-15,77.3575,78.7552,77.2515,77.9565,30816340
2020-10-16,78.2925,79.0565,78.15,78.6505,28702740
2020-10-19,79.023,79.4075,76.4,76.7305,32141500
2020-10-20,76.3525,78.875,76.2835,77.7965,44851440
2020-10-21,78.6665,80.9365,78.5815,79.6655,51366900
2020-10-22,79.6525,81.0995,79.25,80.7665,28680840
2020-10-23,81.3035,82.118,81.0255,82.05,27516880
2020-10-26,81.2505,81.912,78.825,79.5225,37065080
2020-10-27,79.7835,80.3423,79.139,80.213,24580040
2020-10-28,77.987,78.0675,75.731,75.831,36679180
2020-10-29,76.118,79.6855,76.112,78.362,40061280
2020-10-30,83.6055,84.35,80.223,81.0505,86617240
2020-11-02,81.408,83.0385,80.8015,81.3015,50708920
2020-11-03,81.589,83.085,80.831,82.5105,33233060
2020-11-04,85.514,88.5683,85.3015,87.4565,71418540
2020-11-05,89.05,89.682,87.5255,88.1685,41316240
2020-11-06,87.6975,88.6215,87.0175,88.0875,33224500
2020-11-09,89.545,90.903,88.001,88.15,45365400
2020-11-10,86.5545,88.15,85.865,87.0195,52722840
2020-11-11,87.5,88.211,87.3682,87.6355,25279320
2020-11-12,87.3815,88.4135,87.28,87.492,24975080
2020-11-13,87.8815,89.052,87.2275,88.851,30011480
2020-11-16,88.585,89.9535,88.3845,89.069,24935700
2020-11-17,88.847,89.25,88.35,88.5075,22942280
2020-11-18,88.2615,88.6735,87.307,87.339,23469320
2020-11-19,86.919,88.4795,86.8502,88.196,24998200
2020-11-20,88.2605,88.7,87.093,87.1095,46273100
2020-11-23,87.48,87.695,85.886,86.743,43239500
2020-11-24,86.525,88.58,86.3845,88.444,31594060
2020-11-25,88.6445,88.927,87.827,88.5715,20922440
2020-11-27,88.6545,90.2,88.622,89.6595,17698320
2020-11-30,89.0592,89.4032,87.75,88.037,36476720
2020-12-01,88.7185,91.2415,88.4685,89.905,34780900
2020-12-02,89.905,91.7825,89.4736,91.3975,24440640
2020-12-03,91.2005,92.36,91.1325,91.3385,24545960
2020-12-04,91.226,91.658,90.8495,91.3995,27563320
2020-12-07,90.95,91.6185,90.289,90.974,26411140
2020-12-08,90.505,91.095,89.8102,90.9275,21903000
2020-12-09,90.6005,91.7135,88.3905,89.2065,30138720
2020-12-10,88.49,89.0655,87.016,88.7665,27256960
2020-12-11,88.153,89.2225,88.0,89.0885,24413020
2020-12-14,88.75,89.8695,87.8608,88.003,32003460
2020-12-15,88.221,88.571,87.4975,88.3885,29645220
2020-12-16,88.644,88.65,87.804,88.15,30270860
2020-12-17,88.4255,88.5892,86.933,87.395,32494880
2020-12-18,87.709,87.7555,86.011,86.5505,80327060
2020-12-21,85.6755,87.0425,84.95,86.9685,36567560
2020-12-22,86.7215,86.8702,85.6288,86.175,18766920
2020-12-23,86.4055,87.3995,86.252,86.619,20678340
2020-12-24,86.75,87.3,86.4555,86.9425,6935060
2020-12-28,87.5818,89.5364,87.3168,88.8045,27860660
2020-12-29,89.3895,89.622,87.8045,87.936,25987900
2020-12-30,88.1005,88.2548,86.28,86.976,26122600
2020-12-31,86.771,87.9465,86.771,87.594,20244800
2021-01-04,87.877,88.0325,85.3925,86.412,38037100
2021-01-05,86.25,87.3835,85.9008,87.046,22906940
2021-01-06,85.1315,87.4,84.95,86.7645,52042280
2021-01-07,87.003,89.42,86.8525,89.3625,45300440
2021-01-08,89.399,90.492,88.6768,90.3605,41020040
2021-01-11,89.3035,89.7158,88.026,88.336,24194700
2021-01-12,87.696,88.902,86.2655,87.3275,27153820
2021-01-13,86.929,88.2518,86.9005,87.72,21882620
2021-01-14,87.681,88.7505,86.67,87.009,23589540
2021-01-15,86.9095,87.8,86.0775,86.8095,26843400
2021-01-19,87.6125,90.4638,87.073,89.543,34692280
2021-01-20,91.573,95.1855,91.2765,94.345,49805160
2021-01-21,94.9,96.743,94.3555,94.5625,41278640
2021-01-22,94.784,95.5475,94.088,95.0525,25444640
2021-01-25,96.0335,96.479,93.3765,94.97,38546400
2021-01-26,94.442,96.25,94.2122,95.862,26262780
2021-01-27,94.1265,94.5,90.45,91.5395,54965840
2021-01-28,92.197,94.9415,92.132,93.1555,35462760
2021-01-29,92.3085,92.864,90.51,91.787,32251040
2021-02-01,92.6785,96.1196,92.5465,95.0675,32043640
2021-02-02,96.128,97.788,95.7245,96.3755,45474460
2021-02-03,103.65,105.825,100.919,103.504,82363400
2021-02-04,103.444,103.928,102.13,103.118,37046580
2021-02-05,103.5,105.126,102.966,104.9,30702700
2021-02-08,105.295,106.177,103.6,104.646,24848220
2021-02-09,103.927,105.256,103.927,104.176,17797000
2021-02-10,104.71,105.418,103.155,104.769,22709280
2021-02-11,104.976,105.102,103.866,104.794,18913000
2021-02-12,104.512,105.441,104.157,105.206,17117300
2021-02-16,105.218,107.634,105.218,106.095,22676760
2021-02-17,105.0,106.683,104.946,106.416,21418820
2021-02-18,105.52,106.637,105.186,105.86,22437100
2021-02-19,105.964,106.527,104.87,105.057,29152240
2021-02-22,103.35,104.571,103.107,103.244,27350660
2021-02-23,101.25,104.101,100.101,103.543,33347540
2021-02-24,102.092,105.039,101.907,104.758,24966980
2021-02-25,103.372,104.744,101.064,101.568,36568640
2021-02-26,102.526,103.55,100.803,101.843,41676020
2021-03-01,102.826,104.326,102.305,104.076,28102300
2021-03-02,103.81,105.218,103.563,103.792,22691900
2021-03-03,103.36,104.426,100.5,101.336,29683620
2021-03-04,101.168,104.462,101.014,102.455,42360120
2021-03-05,103.656,105.906,102.321,105.427,43904360
2021-03-08,105.056,106.44,101.08,101.208,32948580
2021-03-09,103.5,103.902,102.392,102.635,33946120
2021-03-10,103.588,103.75,101.668,102.752,25371840
2021-03-11,103.703,106.285,103.619,105.738,24781600
2021-03-12,104.25,104.513,102.378,103.096,34515880
2021-03-15,103.115,103.353,102.176,103.324,25966500
2021-03-16,103.949,106.178,103.5,104.626,29831280
2021-03-17,103.802,105.489,102.7,104.554,25980320
2021-03-18,103.05,103.775,101.678,101.811,27248600
2021-03-19,102.102,102.655,100.884,102.16,46297860
2021-03-22,102.092,102.899,101.304,101.929,39096320
2021-03-23,102.585,103.615,101.961,102.648,27339940
2021-03-24,103.268,103.91,102.078,102.253,23080580
2021-03-25,102.24,102.944,100.536,102.218,28378140
2021-03-26,101.943,102.55,100.701,101.778,29876000
2021-03-29,101.394,102.922,100.781,102.797,24595540
2021-03-30,102.882,103.539,102.202,102.777,20735480
2021-03-31,102.956,104.666,102.837,103.432,29198600
2021-04-01,104.898,107.147,104.844,106.888,33979560
2021-04-05,107.647,111.866,107.581,111.278,43297500
2021-04-06,111.125,111.883,110.74,111.238,27060720
2021-04-07,111.306,112.75,111.267,112.484,25797220
2021-04-08,113.898,114.2,112.884,113.272,27165180
2021-04-09,112.835,114.452,112.686,114.294,20887300
2021-04-12,113.312,113.766,111.923,112.739,31317020
2021-04-13,113.074,113.86,112.804,113.364,23316080
2021-04-14,113.758,113.899,112.46,112.742,20219340
2021-04-15,113.849,115.33,113.3,114.833,27472240
2021-04-16,115.15,115.322,114.222,114.888,22601800
2021-04-19,114.599,115.922,114.392,115.12,24688900
2021-04-20,115.394,115.48,113.586,114.682,21774980
2021-04-21,114.262,114.766,112.929,114.664,23934620
2021-04-22,114.662,115.188,112.822,113.396,21096160
2021-04-23,114.173,116.291,113.91,115.765,28703240
2021-04-26,115.996,117.063,115.692,116.337,20833000
2021-04-27,116.8,116.872,115.214,115.356,31971660
2021-04-28,120.357,122.619,118.742,118.996,59728780
2021-04-29,120.516,121.826,120.114,121.494,39553540
2021-04-30,120.224,121.357,120.108,120.506,39142600
2021-05-03,120.136,120.985,119.225,119.758,33787780
2021-05-04,118.487,118.963,115.585,117.712,35120300
2021-05-05,118.421,119.11,117.57,117.837,21805500
2021-05-06,117.532,119.136,117.117,119.068,20617180
2021-05-07,120.0,120.82,119.5,119.934,23277840
2021-05-10,118.744,118.9,116.736,117.083,26005420
2021-05-11,114.593,116.1,114.15,115.438,32110960
2021-05-12,113.086,114.268,111.503,111.954,34933280
2021-05-13,113.054,113.83,112.136,113.098,26670160
2021-05-14,114.592,116.057,114.166,115.808,26624960
2021-05-17,115.466,116.167,114.75,116.07,19848320
2021-05-18,116.845,117.158,115.158,115.172,17302380
2021-05-19,113.22,115.838,113.176,115.436,19350880
2021-05-20,116.402,118.017,116.054,117.804,23831860
2021-05-21,118.3,118.45,117.118,117.255,22832640
2021-05-24,118.35,120.924,118.006,120.334,21243780
2021-05-25,121.0,121.644,120.149,120.454,18838560
2021-05-26,120.642,122.147,120.626,121.676,21856380
2021-05-27,121.847,122.0,120.1,120.126,38962260
2021-05-28,121.098,121.407,120.384,120.578,24107640
2021-06-01,121.1,121.899,120.244,121.49,19165780
2021-06-02,121.766,122.1,120.21,121.064,17162100
2021-06-03,119.751,120.487,119.142,120.23,18345820
2021-06-04,121.126,122.693,120.888,122.588,25948680
2021-06-07,122.566,123.4,122.054,123.304,23849060
2021-06-08,123.995,124.725,123.412,124.142,25065060
2021-06-09,124.975,125.25,124.366,124.57,20126740
2021-06-10,124.7,126.163,124.7,126.08,31234660
2021-06-11,126.246,126.349,124.914,125.696,25246180
2021-06-14,125.67,126.412,125.047,126.352,22550440
2021-06-15,126.522,126.862,125.648,126.033,22182600
2021-06-16,126.247,126.523,124.15,125.696,26316760
2021-06-17,125.523,127.196,125.515,126.371,25755820
2021-06-18,125.706,126.389,124.603,125.568,53306200
2021-06-21,125.74,127.037,125.134,126.455,26256520
2021-06-22,126.45,127.27,126.027,126.999,20986200
2021-06-23,126.55,127.796,126.252,126.462,19693160
2021-06-24,127.054,127.536,126.96,127.282,18933240
2021-06-25,126.957,127.505,126.444,126.995,33485940
2021-06-28,127.0,127.337,125.974,126.819,28110860
2021-06-29,126.772,127.0,125.437,126.018,20949560
2021-06-30,125.654,125.8,124.758,125.316,24009560
2021-07-01,124.85,126.462,124.85,126.368,17124600
2021-07-02,126.84,128.848,126.769,128.719,21165120
2021-07-06,129.45,129.884,128.409,129.771,21350340
2021-07-07,130.341,130.64,129.76,130.078,16683720
2021-07-08,128.25,130.032,128.04,129.177,19779500
2021-07-09,128.944,129.849,128.944,129.574,15109320
2021-07-12,129.834,130.77,129.6,130.564,16950920
2021-07-13,130.882,132.042,130.637,130.994,16617960
2021-07-14,131.902,132.996,131.898,132.082,17918540
2021-07-15,132.5,132.595,130.598,131.266,16586320
2021-07-16,131.641,132.183,130.821,131.846,14861180
2021-07-19,131.156,131.247,128.537,129.254,25709320
2021-07-20,130.004,132.001,129.188,131.102,19083120
2021-07-21,130.787,132.617,130.602,132.6,14741640
2021-07-22,132.65,133.504,132.4,133.329,13608140
2021-07-23,135.26,138.808,134.7,137.816,26377740
2021-07-26,138.25,139.713,137.651,139.644,23052460
2021-07-27,140.011,140.011,135.1,136.796,42163060
2021-07-28,138.562,139.676,136.35,136.382,54688340
2021-07-29,136.381,137.152,136.138,136.54,19283340
2021-07-30,135.511,135.771,134.814,135.221,23954500
2021-08-02,135.484,136.02,134.67,135.99,20140040
2021-08-03,136.0,136.336,134.184,136.28,19064000
2021-08-04,136.249,136.538,135.415,136.028,16527140
2021-08-05,136.028,136.95,135.6,136.94,11871780
2021-08-06,136.295,137.08,136.046,137.036,13565020
2021-08-09,136.949,138.322,136.429,138.002,12379560
2021-08-10,138.08,138.552,137.227,138.096,16039080
2021-08-11,138.283,138.848,137.35,137.69,15209660
2021-08-12,137.713,138.418,136.779,138.39,14649400
2021-08-13,138.358,138.674,138.005,138.406,12580580
2021-08-16,138.0,138.99,136.166,138.916,18050840
2021-08-17,138.191,138.718,136.788,137.3,21274020
2021-08-18,137.116,138.294,136.421,136.57,14934460
2021-08-19,135.468,137.452,135.356,136.914,18295920
2021-08-20,137.083,138.614,136.467,138.437,15566740
2021-08-23,138.998,142.177,138.748,141.099,21089680
2021-08-24,141.544,143.008,141.354,142.398,15126260
2021-08-25,142.883,143.313,142.44,142.95,12843060
2021-08-26,142.618,143.135,142.092,142.123,14922000
2021-08-27,142.112,145.011,142.02,144.55,24568240
2021-08-30,144.704,146.489,144.6,145.469,16915900
2021-08-31,145.884,146.112,145.0,145.462,26756420
2021-09-01,145.65,146.82,145.614,145.842,15824680
2021-09-02,145.95,146.325,144.106,144.219,21855800
2021-09-03,144.146,145.377,143.505,144.775,19110480
2021-09-07,144.749,145.824,144.541,145.519,15172600
2021-09-08,145.394,145.551,144.2,144.884,15491660
2021-09-09,144.884,145.67,144.434,144.914,14798560
2021-09-10,145.444,146.019,141.742,141.921,32896620
2021-09-13,143.201,144.191,142.282,143.465,20175620
2021-09-14,144.161,144.728,142.906,143.406,18919140
2021-09-15,143.759,145.582,142.256,145.206,20653420
2021-09-16,145.121,145.2,143.416,144.373,20298840
2021-09-17,143.798,144.249,141.062,141.464,60039820
2021-09-20,139.0,139.362,137.053,139.017,34917720
2021-09-21,140.117,140.812,138.906,139.646,18129380
2021-09-22,140.05,141.584,139.472,140.938,22067800
2021-09-23,141.61,142.252,141.096,141.826,17276100
2021-09-24,140.946,142.904,140.85,142.633,14949340
2021-09-27,141.586,142.5,140.5,141.501,18844080
2021-09-28,139.088,139.606,135.7,136.184,42189660
2021-09-29,137.11,137.398,134.25,134.521,26337220
2021-09-30,134.325,135.59,133.0,133.266,35363980
2021-10-01,133.555,137.071,133.378,136.462,28387300
2021-10-04,135.7,135.7,131.166,133.765,31529900
2021-10-05,134.0,137.362,134.0,136.177,24126740
2021-10-06,134.626,137.852,134.486,137.354,19764320
2021-10-07,138.863,140.154,138.563,139.186,18250460
2021-10-08,139.906,140.317,139.429,140.056,18928420
2021-10-11,139.8,140.764,138.806,138.848,16584760
2021-10-12,139.638,139.695,136.25,136.713,22535020
2021-10-13,137.75,138.55,136.977,137.9,16393280
2021-10-14,139.952,141.652,139.339,141.412,21437560
2021-10-15,142.2,142.2,141.064,141.675,21253360
2021-10-18,141.214,142.999,141.214,142.96,16567200
2021-10-19,143.291,144.107,143.096,143.822,15315840
2021-10-20,144.222,144.248,141.912,142.415,17939500
2021-10-21,142.192,142.849,141.637,142.781,14849920
2021-10-22,140.351,141.558,137.17,138.625,30182640
2021-10-25,138.81,139.206,136.748,138.773,21081700
2021-10-26,140.606,140.84,139.006,139.672,28258740
2021-10-27,139.902,149.118,139.902,146.428,51850920
2021-10-28,147.299,147.424,144.764,146.129,32418060
2021-10-29,145.52,148.613,145.166,148.27,28954500
2021-11-01,148.165,148.4,143.58,143.774,32272100
2021-11-02,144.809,146.92,144.641,145.863,21150580
2021-11-03,146.275,146.91,145.054,146.79,17886600
2021-11-04,147.2,149.95,146.635,148.683,24700800
2021-11-05,149.354,150.571,148.652,149.241,20408140
2021-11-08,150.0,151.034,149.12,149.352,18388140
2021-11-09,149.746,150.378,147.507,149.248,16875560
2021-11-10,148.01,148.7,145.325,146.626,22708320
2021-11-11,147.107,148.502,146.694,146.748,12463100
2021-11-12,147.832,149.86,146.454,149.646,17047660
2021-11-15,150.0,150.477,148.652,149.388,16247340
2021-11-16,149.17,149.832,148.35,149.076,17254860
2021-11-17,149.229,149.626,148.563,149.062,15290820
2021-11-18,149.146,151.61,148.998,150.709,26682400
2021-11-19,151.0,151.85,149.888,149.953,19782960
2021-11-22,150.142,150.744,147.006,147.079,24627700
2021-11-23,147.113,147.694,144.89,146.757,18133140
2021-11-24,146.35,147.0,145.199,146.718,16464060
2021-11-26,145.016,145.297,142.486,142.806,16992120
2021-11-29,144.298,146.862,144.298,146.114,26276120
2021-11-30,145.45,146.628,142.066,142.452,41590520
2021-12-01,144.212,146.499,141.5,141.618,28545780
2021-12-02,141.824,144.675,140.982,143.776,21250700
2021-12-03,144.496,145.213,141.15,142.52,26687480
2021-12-06,143.574,144.352,140.647,143.796,22197700
2021-12-07,145.95,148.3,145.703,148.036,23258280
2021-12-08,148.332,149.156,147.2,148.72,18963940
2021-12-09,148.176,149.605,147.529,148.106,18580600
2021-12-10,149.1,149.4,147.358,148.675,21638460
2021-12-13,148.444,148.562,146.36,146.704,24103920
2021-12-14,144.77,145.442,142.242,144.97,24778800
2021-12-15,144.366,147.517,142.706,147.368,27280960
2021-12-16,148.077,148.552,144.092,144.838,27399740
2021-12-17,142.714,144.46,141.788,142.803,43404700
2021-12-20,140.68,142.61,140.25,142.402,20263520
